Country,Year,Month,Calendar Day,"Repo Under Liquidity Adjustment Facility (UOM:INR(IndianRupees)), Scaling Factor:10000000","Reverse Repo Under Liquidity Adjustment Facility (UOM:INR(IndianRupees)), Scaling Factor:10000000","Variable Rate Repo Under Liquidity Adjustment Facility (UOM:INR(IndianRupees)), Scaling Factor:10000000","Variable Rate Reverse Repo Under Liquidity Adjustment Facility (UOM:INR(IndianRupees)), Scaling Factor:10000000","Marginal Standing Facility (Msf) (UOM:INR(IndianRupees)), Scaling Factor:10000000","Standing Liquidity Facilities (UOM:INR(IndianRupees)), Scaling Factor:10000000","Standing Liquidity Facility (UOM:INR(IndianRupees)), Scaling Factor:10000000","Market Stabilisation Scheme (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sale Under Open Market Operations (Omo) (UOM:INR(IndianRupees)), Scaling Factor:10000000","Purchase Under Open Market Operations (Omo) (UOM:INR(IndianRupees)), Scaling Factor:10000000","Long Term Repo Operations (UOM:INR(IndianRupees)), Scaling Factor:10000000","Targeted Long Term Repo Operations (UOM:INR(IndianRupees)), Scaling Factor:10000000","Special Liquidity Facility For Mutual Funds  (UOM:INR(IndianRupees)), Scaling Factor:10000000","Special Liquidity Scheme For Non Banking Financial Companies (Nbfcs) Or Housing Finance Companies (Hfcs) (UOM:INR(IndianRupees)), Scaling Factor:10000000","Special Long-Term Repo Operations For Small Finance Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Special Reverse Repo (UOM:INR(IndianRupees)), Scaling Factor:10000000","Net Injection (+) / Absorption (-) (UOM:INR(IndianRupees)), Scaling Factor:10000000"
India,"Financial Year (Apr - Mar), 2025","April, 2025",2025-04-27,,,,,223,125923,0,,,,,,,,,,-125700
India,"Financial Year (Apr - Mar), 2025","April, 2025",2025-04-26,,,,,189,133722,0,,,,,,,,,,-133533
India,"Financial Year (Apr - Mar), 2025","April, 2025",2025-04-25,,,6947,,298,145006,0,,,,,,,,,,-137761
India,"Financial Year (Apr - Mar), 2025","April, 2025",2025-04-24,,,9634,,323,146584,0,,,,,,,,,,-136627
India,"Financial Year (Apr - Mar), 2025","April, 2025",2025-04-23,,,18872,,304,133629,1088.84,,,20000,,,,,,,-93364.16
India,"Financial Year (Apr - Mar), 2025","April, 2025",2025-04-22,,,17892,,413,91222,768.44,,,,,,,,,,-72148.56
India,"Financial Year (Apr - Mar), 2025","April, 2025",2025-04-21,,,6332,,879,87351,175,,,40000,,,,,,,-39965
India,"Financial Year (Apr - Mar), 2025","April, 2025",2025-04-20,,,,,4798,105973,0,,,,,,,,,,-101175
India,"Financial Year (Apr - Mar), 2025","April, 2025",2025-04-19,,,,,5036,134001,0,,,,,,,,,,-128965
India,"Financial Year (Apr - Mar), 2025","April, 2025",2025-04-18,,,,,3,211023,0,,,,,,,,,,-211020
India,"Financial Year (Apr - Mar), 2025","April, 2025",2025-04-17,,,32245,,2018,256201,0,,,,,,,,,,-221938
India,"Financial Year (Apr - Mar), 2025","April, 2025",2025-04-16,,,10346,,102,188292,194.24,,,,,,,,,,-177649.76
India,"Financial Year (Apr - Mar), 2025","April, 2025",2025-04-15,,,9564,,32,177126,0,,,,,,,,,,-167530
India,"Financial Year (Apr - Mar), 2025","April, 2025",2025-04-14,,,,,8324,139007,0,,,,,,,,,,-130683
India,"Financial Year (Apr - Mar), 2025","April, 2025",2025-04-13,,,,,20,134809,0,,,,,,,,,,-134789
India,"Financial Year (Apr - Mar), 2025","April, 2025",2025-04-12,,,,,19,137537,0,,,,,,,,,,-137518
India,"Financial Year (Apr - Mar), 2025","April, 2025",2025-04-11,,,14317,,39,191464,0,,,,,,,,,,-177108
India,"Financial Year (Apr - Mar), 2025","April, 2025",2025-04-10,,,,,43,155389,0,,,,,,,,,,-155346
India,"Financial Year (Apr - Mar), 2025","April, 2025",2025-04-09,,,19295,,757,209696,945.69,,,20000,,,,,,,-168698.31
India,"Financial Year (Apr - Mar), 2025","April, 2025",2025-04-08,,,23515,,385,163624,-206.98,,,,,,,,,,-139930.98
India,"Financial Year (Apr - Mar), 2025","April, 2025",2025-04-07,,,16505,,542,165387,0,,,,,,,,,,-148340
India,"Financial Year (Apr - Mar), 2025","April, 2025",2025-04-06,,,,,3834,181582,0,,,,,,,,,,-177748
India,"Financial Year (Apr - Mar), 2025","April, 2025",2025-04-05,,,,,3959,208842,0,,,,,,,,,,-204883
India,"Financial Year (Apr - Mar), 2025","April, 2025",2025-04-04,,,12419,,2167,259087,600.06,,,20000,,,,,,,-223900.94
India,"Financial Year (Apr - Mar), 2025","April, 2025",2025-04-03,,,6012,,1494,413054,-2052.46,,,,,,,,,,-407600.46
India,"Financial Year (Apr - Mar), 2025","April, 2025",2025-04-02,,,9170,,176,393917,-663.7,,,,,,,,,,-385234.7
India,"Financial Year (Apr - Mar), 2025","April, 2025",2025-04-01,,,,,2804,357282,0,,,,,,,,,,-354478
India,"Financial Year (Apr - Mar), 2024","March, 2025",2025-03-31,,,,,8244,385176,0,,,,,,,,,,-376932
India,"Financial Year (Apr - Mar), 2024","March, 2025",2025-03-30,,,,,7372,316691,0,,,,,,,,,,-309319
India,"Financial Year (Apr - Mar), 2024","March, 2025",2025-03-29,,,,,11653,357727,0,,,,,,,,,,-346074
India,"Financial Year (Apr - Mar), 2024","March, 2025",2025-03-28,,,88424,,7840,279056,0,,,,,,,,,,-182792
India,"Financial Year (Apr - Mar), 2024","March, 2025",2025-03-27,,,21392,,1114,201622,-335,,,,,,,,,,-179451
India,"Financial Year (Apr - Mar), 2024","March, 2025",2025-03-26,,,35486,,1364,188543,0,,,44540.66,,,,,,,-107152.34
India,"Financial Year (Apr - Mar), 2024","March, 2025",2025-03-25,,,95653,,389,177285,-0.28,,,,,,,,,,-81243.28
India,"Financial Year (Apr - Mar), 2024","March, 2025",2025-03-24,,,66215,,279,111728,0,,,,,,,,,,-45234
India,"Financial Year (Apr - Mar), 2024","March, 2025",2025-03-23,,,,,11357,79450,0,,,,,,,,,,-68093
India,"Financial Year (Apr - Mar), 2024","March, 2025",2025-03-22,,,,,10754,77952,0,,,,,,,,,,-67198
India,"Financial Year (Apr - Mar), 2024","March, 2025",2025-03-21,,,142785,,9961,138956,522.5,,,,,,,,,,14312.5
India,"Financial Year (Apr - Mar), 2024","March, 2025",2025-03-20,,,124009,,514,126407,-448.65,,,,,,,,,,-2332.65
India,"Financial Year (Apr - Mar), 2024","March, 2025",2025-03-19,,,139162,,50,144937,0,,,50000,,,,,,,44275
India,"Financial Year (Apr - Mar), 2024","March, 2025",2025-03-18,,,52693,,6187,67244,0,,,10,,,,,,,-8354
India,"Financial Year (Apr - Mar), 2024","March, 2025",2025-03-17,,,123778,,490,91999,0,,,,,,,,,,32269
India,"Financial Year (Apr - Mar), 2024","March, 2025",2025-03-16,,,,,13186,60480,0,,,,,,,,,,-47294
India,"Financial Year (Apr - Mar), 2024","March, 2025",2025-03-15,,,,,15179,62983,0,,,,,,,,,,-47804
India,"Financial Year (Apr - Mar), 2024","March, 2025",2025-03-14,,,,,25559,58429,0,,,,,,,,,,-32870
India,"Financial Year (Apr - Mar), 2024","March, 2025",2025-03-13,,,59868,,239,105973,1436.63,,,50000,,,,,,,5570.63
India,"Financial Year (Apr - Mar), 2024","March, 2025",2025-03-12,,,18186,,587,79966,0,,,,,,,,,,-61193
India,"Financial Year (Apr - Mar), 2024","March, 2025",2025-03-11,,,15791,,39,110470,-530.66,,,,,,,,,,-95170.66
India,"Financial Year (Apr - Mar), 2024","March, 2025",2025-03-10,,,29489,,1179,85688,-9.38,,,,,,,,,,-55029.38
India,"Financial Year (Apr - Mar), 2024","March, 2025",2025-03-09,,,,,930,52707,0,,,,,,,,,,-51777
India,"Financial Year (Apr - Mar), 2024","March, 2025",2025-03-08,,,,,488,51708,0,,,,,,,,,,-51220
India,"Financial Year (Apr - Mar), 2024","March, 2025",2025-03-07,,,12345,,4651,126042,1226.9,,,,,,,,,,-107819.1
India,"Financial Year (Apr - Mar), 2024","March, 2025",2025-03-06,,,4442,,1687,180550,-1226.85,,,,,,,,,,-175647.85
India,"Financial Year (Apr - Mar), 2024","March, 2025",2025-03-05,,,5089,,189,183358,244.18,,,,,,,,,,-177835.82
India,"Financial Year (Apr - Mar), 2024","March, 2025",2025-03-04,,,5855,,143,217894,-793.01,,,,,,,,,,-212689.01
India,"Financial Year (Apr - Mar), 2024","March, 2025",2025-03-03,,,16557,,8802,148673,0,,,,,,,,,,-123314
India,"Financial Year (Apr - Mar), 2024","March, 2025",2025-03-02,,,,,5797,122853,0,,,,,,,,,,-117056
India,"Financial Year (Apr - Mar), 2024","March, 2025",2025-03-01,,,,,5761,118757,0,,,,,,,,,,-112996
India,"Financial Year (Apr - Mar), 2024","February, 2025",2025-02-28,,,16258,,8943,97238,0,,,,,,,,,,-72037
India,"Financial Year (Apr - Mar), 2024","February, 2025",2025-02-27,,,49955,,1334,103098,0,,,,,,,,,,-51809
India,"Financial Year (Apr - Mar), 2024","February, 2025",2025-02-26,,,,,443,101569,0,,,,,,,,,,-101126
India,"Financial Year (Apr - Mar), 2024","February, 2025",2025-02-25,,,75012,,895,112841,0,,,,,,,,,,-36934
India,"Financial Year (Apr - Mar), 2024","February, 2025",2025-02-24,,,36775,,2400,78791,0,,,,,,,,,,-39616
India,"Financial Year (Apr - Mar), 2024","February, 2025",2025-02-23,,,,,286,64977,0,,,,,,,,,,-64691
India,"Financial Year (Apr - Mar), 2024","February, 2025",2025-02-22,,,,,285,64888,0,,,,,,,,,,-64603
India,"Financial Year (Apr - Mar), 2024","February, 2025",2025-02-21,,,193924,,500,135990,0,,,40000,,,,,,,98434
India,"Financial Year (Apr - Mar), 2024","February, 2025",2025-02-20,,,132938,,760,137648,0,,,,,,,,,,-3950
India,"Financial Year (Apr - Mar), 2024","February, 2025",2025-02-19,,,,,6529,85144,0,,,,,,,,,,-78615
India,"Financial Year (Apr - Mar), 2024","February, 2025",2025-02-18,,,71773,,1359,97359,-459.56,,,,,,,,,,-24686.56
India,"Financial Year (Apr - Mar), 2024","February, 2025",2025-02-17,,,157427,,1471,112137,0,,,,,,,,,,46761
India,"Financial Year (Apr - Mar), 2024","February, 2025",2025-02-16,,,,,91,84644,0,,,,,,,,,,-84553
India,"Financial Year (Apr - Mar), 2024","February, 2025",2025-02-15,,,,,422,101167,0,,,,,,,,,,-100745
India,"Financial Year (Apr - Mar), 2024","February, 2025",2025-02-14,,,225019,,641,71090,798.46,,,40000,,,,,,,195368.46
India,"Financial Year (Apr - Mar), 2024","February, 2025",2025-02-13,,,235619,,1988,54539,0,,,,,,,,,,183068
India,"Financial Year (Apr - Mar), 2024","February, 2025",2025-02-12,,,193865,,2561,48110,0,,,,,,,,,,148316
India,"Financial Year (Apr - Mar), 2024","February, 2025",2025-02-11,,,200036,,3498,71434,428.39,,,,,,,,,,132528.39
India,"Financial Year (Apr - Mar), 2024","February, 2025",2025-02-10,,,201310,,4125,67439,0,,,,,,,,,,137996
India,"Financial Year (Apr - Mar), 2024","February, 2025",2025-02-09,,,,,5686,47110,0,,,,,,,,,,-41424
India,"Financial Year (Apr - Mar), 2024","February, 2025",2025-02-08,,,,,5172,43861,0,,,,,,,,,,-38689
India,"Financial Year (Apr - Mar), 2024","February, 2025",2025-02-07,,,183023,,13020,96591,0,,,,,,,,,,99452
India,"Financial Year (Apr - Mar), 2024","February, 2025",2025-02-06,,,21674,,163,122506,-570.23,,,,,,,,,,-101239.23
India,"Financial Year (Apr - Mar), 2024","February, 2025",2025-02-05,,,21180,,408,147577,-658.06,,,,,,,,,,-126647.06
India,"Financial Year (Apr - Mar), 2024","February, 2025",2025-02-04,,,25001,,378,158816,0,,,,,,,,,,-133437
India,"Financial Year (Apr - Mar), 2024","February, 2025",2025-02-03,,,48785,,1170,113121,0,,,,,,,,,,-63166
India,"Financial Year (Apr - Mar), 2024","February, 2025",2025-02-02,,,,,202,99712,0,,,,,,,,,,-99510
India,"Financial Year (Apr - Mar), 2024","February, 2025",2025-02-01,,,,,517,119511,0,,,,,,,,,,-118994
India,"Financial Year (Apr - Mar), 2024","January, 2025",2025-01-31,,,100013,,6311,102895,0,,,20020,,,,,,,23449
India,"Financial Year (Apr - Mar), 2024","January, 2025",2025-01-30,,,117354,,3099,69667,0,,,,,,,,,,50786
India,"Financial Year (Apr - Mar), 2024","January, 2025",2025-01-29,,,166833,,522,83366,0,,,,,,,,,,83989
India,"Financial Year (Apr - Mar), 2024","January, 2025",2025-01-28,,,139281,,1779,61541,0,,,3080,,,,,,,82599
India,"Financial Year (Apr - Mar), 2024","January, 2025",2025-01-27,,,193661,,682,55881,0.23,,,4710,,,,,,,143172.23
India,"Financial Year (Apr - Mar), 2024","January, 2025",2025-01-26,,,,,3459,54345,0,,,,,,,,,,-50886
India,"Financial Year (Apr - Mar), 2024","January, 2025",2025-01-25,,,,,3351,53731,0,,,,,,,,,,-50380
India,"Financial Year (Apr - Mar), 2024","January, 2025",2025-01-24,,,362107,,3232,92874,0,,,6570,,,,,,,279035
India,"Financial Year (Apr - Mar), 2024","January, 2025",2025-01-23,,,145683,,2831,67458,0,,,3900,,,,,,,84956
India,"Financial Year (Apr - Mar), 2024","January, 2025",2025-01-22,,,125009,,3349,75393,0,,,4045,,,,,,,57010
India,"Financial Year (Apr - Mar), 2024","January, 2025",2025-01-21,,,71900,,8207,43894,0,,,1355,,,,,,,37568
India,"Financial Year (Apr - Mar), 2024","January, 2025",2025-01-20,,,75772,,4461,78650,-10.01,,,4980,,,,,,,6552.99
India,"Financial Year (Apr - Mar), 2024","January, 2025",2025-01-19,,,,,13064,71692,0,,,,,,,,,,-58628
India,"Financial Year (Apr - Mar), 2024","January, 2025",2025-01-18,,,,,14661,83219,0,,,,,,,,,,-68558
India,"Financial Year (Apr - Mar), 2024","January, 2025",2025-01-17,,,33467,,4096,80248,24.18,,,3125,,,,,,,-39535.82
India,"Financial Year (Apr - Mar), 2024","January, 2025",2025-01-16,,,30760,,1138,84506,611.47,,,4480,,,,,,,-47516.53
India,"Financial Year (Apr - Mar), 2024","January, 2025",2025-01-15,,,3980,,794,66409,-634.91,,,2570,,,,,,,-59699.91
India,"Financial Year (Apr - Mar), 2024","January, 2025",2025-01-14,,,,,2069,77450,1020.05,,,,,,,,,,-74360.95
India,"Financial Year (Apr - Mar), 2024","January, 2025",2025-01-13,,,50008,,539,84042,0,,,,,,,,,,-33495
India,"Financial Year (Apr - Mar), 2024","January, 2025",2025-01-12,,,,,5882,53734,0,,,,,,,,,,-47852
India,"Financial Year (Apr - Mar), 2024","January, 2025",2025-01-11,,,,,5712,50540,0,,,,,,,,,,-44828
India,"Financial Year (Apr - Mar), 2024","January, 2025",2025-01-10,,,275011,,17638,76178,0,,,,,,,,,,216471
India,"Financial Year (Apr - Mar), 2024","January, 2025",2025-01-09,,,50004,,20639,56581,980.44,,,,,,,,,,15042.44
India,"Financial Year (Apr - Mar), 2024","January, 2025",2025-01-08,,,,,44652,48937,-408.28,,,,,,,,,,-4693.28
India,"Financial Year (Apr - Mar), 2024","January, 2025",2025-01-07,,,50007,,24676,66630,56.96,,,,,,,,,,8109.96
India,"Financial Year (Apr - Mar), 2024","January, 2025",2025-01-06,,,,,15860,54274,0,,,,,,,,,,-38414
India,"Financial Year (Apr - Mar), 2024","January, 2025",2025-01-05,,,,,342,94235,0,,,,,,,,,,-93893
India,"Financial Year (Apr - Mar), 2024","January, 2025",2025-01-04,,,,,1398,94806,0,,,,,,,,,,-93408
India,"Financial Year (Apr - Mar), 2024","January, 2025",2025-01-03,,,,,2179,99805,0,,,,,,,,,,-97626
India,"Financial Year (Apr - Mar), 2024","January, 2025",2025-01-02,,,,,15,152048,-542.83,,,,,,,,,,-152575.83
India,"Financial Year (Apr - Mar), 2024","January, 2025",2025-01-01,,,,,666,115712,0,,,,,,,,,,-115046
India,"Financial Year (Apr - Mar), 2024","December, 2024",2024-12-31,,,50004,,298,138004,8374.82,,,,,,,,,,-79327.18
India,"Financial Year (Apr - Mar), 2024","December, 2024",2024-12-30,,,83238,,385,99913,0,,,,,,,,,,-16290
India,"Financial Year (Apr - Mar), 2024","December, 2024",2024-12-29,,,,,16460,50576,0,,,,,,,,,,-34116
India,"Financial Year (Apr - Mar), 2024","December, 2024",2024-12-28,,,,,17087,48120,0,,,,,,,,,,-31033
India,"Financial Year (Apr - Mar), 2024","December, 2024",2024-12-27,,,213570,,31127,61909,0,,,20,,,,,,,182808
India,"Financial Year (Apr - Mar), 2024","December, 2024",2024-12-26,,,,,913,119377,0,,,,,,,,,,-118464
India,"Financial Year (Apr - Mar), 2024","December, 2024",2024-12-25,,,,,9210,99023,0,,,,,,,,,,-89813
India,"Financial Year (Apr - Mar), 2024","December, 2024",2024-12-24,,,37953,,314,105859,0,,,,,,,,,,-67592
India,"Financial Year (Apr - Mar), 2024","December, 2024",2024-12-23,,,111281,,258,104798,0,,,,,,,,,,6741
India,"Financial Year (Apr - Mar), 2024","December, 2024",2024-12-22,,,,,11972,46614,0,,,,,,,,,,-34642
India,"Financial Year (Apr - Mar), 2024","December, 2024",2024-12-21,,,,,13552,50583,0,,,,,,,,,,-37031
India,"Financial Year (Apr - Mar), 2024","December, 2024",2024-12-20,,,150004,,4838,64844,673.86,,,,,,,,,,90671.86
India,"Financial Year (Apr - Mar), 2024","December, 2024",2024-12-19,,,,,3280,52003,1016.38,,,,,,,,,,-47706.62
India,"Financial Year (Apr - Mar), 2024","December, 2024",2024-12-18,,,,,1734,61125,-1439.44,,,,,,,,,,-60830.44
India,"Financial Year (Apr - Mar), 2024","December, 2024",2024-12-17,,,73193,,295,90072,0,,,,,,,,,,-16584
India,"Financial Year (Apr - Mar), 2024","December, 2024",2024-12-16,,,75775,,24824,76241,0,,,,,,,,,,24358
India,"Financial Year (Apr - Mar), 2024","December, 2024",2024-12-15,,,,,17896,89924,0,,,,,,,,,,-72028
India,"Financial Year (Apr - Mar), 2024","December, 2024",2024-12-14,,,,,21036,75236,0,,,,,,,,,,-54200
India,"Financial Year (Apr - Mar), 2024","December, 2024",2024-12-13,,,75004,,31070,140196,0,,,,,,,,,,-34122
India,"Financial Year (Apr - Mar), 2024","December, 2024",2024-12-12,,,,,1231,98910,0,,,,,,,,,,-97679
India,"Financial Year (Apr - Mar), 2024","December, 2024",2024-12-11,,,25005,,5314,85961,0,,,,,,,,,,-55642
India,"Financial Year (Apr - Mar), 2024","December, 2024",2024-12-10,,,,,8844,53024,0,,,,,,,,,,-44180
India,"Financial Year (Apr - Mar), 2024","December, 2024",2024-12-09,,,40630,,826,73311,0,,,,,,,,,,-31855
India,"Financial Year (Apr - Mar), 2024","December, 2024",2024-12-08,,,,,59,44956,0,,,,,,,,,,-44897
India,"Financial Year (Apr - Mar), 2024","December, 2024",2024-12-07,,,,,5179,57178,0,,,,,,,,,,-51999
India,"Financial Year (Apr - Mar), 2024","December, 2024",2024-12-06,,,,,7066,76733,1198.58,,,,,,,,,,-68468.42
India,"Financial Year (Apr - Mar), 2024","December, 2024",2024-12-05,,,,,5041,54725,1051.13,,,,,,,,,,-48632.87
India,"Financial Year (Apr - Mar), 2024","December, 2024",2024-12-04,,,,,3287,75455,-968.01,,,,,,,,,,-73136.01
India,"Financial Year (Apr - Mar), 2024","December, 2024",2024-12-03,,,,,1246,108694,-1501.33,,,,,,,,,,-108949.33
India,"Financial Year (Apr - Mar), 2024","December, 2024",2024-12-02,,,,,1450,99633,0,,,,,,,,,,-98183
India,"Financial Year (Apr - Mar), 2024","December, 2024",2024-12-01,,,,,2145,40879,0,,,,,,,,,,-38734
India,"Financial Year (Apr - Mar), 2024","November, 2024",2024-11-30,,,,,1758,63344,0,,,,,,,,,,-61586
India,"Financial Year (Apr - Mar), 2024","November, 2024",2024-11-29,,,,2476,18513,76857,0,,,,,,,,,,-60820
India,"Financial Year (Apr - Mar), 2024","November, 2024",2024-11-28,,,25008,,2891,71224,0,,,,,,,,,,-43325
India,"Financial Year (Apr - Mar), 2024","November, 2024",2024-11-27,,,,,10049,57321,0,,,,,,,,,,-47272
India,"Financial Year (Apr - Mar), 2024","November, 2024",2024-11-26,,,25006,,12413,54115,0,,,,,,,,,,-16696
India,"Financial Year (Apr - Mar), 2024","November, 2024",2024-11-25,,,25005,,10604,56762,0,,,,,,,,,,-21153
India,"Financial Year (Apr - Mar), 2024","November, 2024",2024-11-24,,,,,774,42152,0,,,,,,,,,,-41378
India,"Financial Year (Apr - Mar), 2024","November, 2024",2024-11-23,,,,,1962,45833,0,,,,,,,,,,-43871
India,"Financial Year (Apr - Mar), 2024","November, 2024",2024-11-22,,,25001,,4806,51952,923.99,,,,,,,,,,-21221.01
India,"Financial Year (Apr - Mar), 2024","November, 2024",2024-11-21,,,,,11991,47045,302.34,,,,,,,,,,-34751.66
India,"Financial Year (Apr - Mar), 2024","November, 2024",2024-11-20,,,,,2966,50490,0,,,,,,,,,,-47524
India,"Financial Year (Apr - Mar), 2024","November, 2024",2024-11-19,,,,22565,3166,57757,0,,,,,,,,,,-77156
India,"Financial Year (Apr - Mar), 2024","November, 2024",2024-11-18,,,,74200,3512,100351,-0.17,,,,,,,,,,-171039.17
India,"Financial Year (Apr - Mar), 2024","November, 2024",2024-11-17,,,,,125,105669,0,,,,,,,,,,-105544
India,"Financial Year (Apr - Mar), 2024","November, 2024",2024-11-16,,,,,1073,131150,0,,,,,,,,,,-130077
India,"Financial Year (Apr - Mar), 2024","November, 2024",2024-11-15,,,,,2124,160722,0,,,,,,,,,,-158598
India,"Financial Year (Apr - Mar), 2024","November, 2024",2024-11-14,,,,8405,1659,185021,0,,,,,,,,,,-191767
India,"Financial Year (Apr - Mar), 2024","November, 2024",2024-11-13,,,,49732,8077,65540,0,,,,,,,,,,-107195
India,"Financial Year (Apr - Mar), 2024","November, 2024",2024-11-12,,,,29150,3373,103697,0,,,,,,,,,,-129474
India,"Financial Year (Apr - Mar), 2024","November, 2024",2024-11-11,,,,61960,6627,129417,0,,,,,,,,,,-184750
India,"Financial Year (Apr - Mar), 2024","November, 2024",2024-11-10,,,,,4147,53323,0,,,,,,,,,,-49176
India,"Financial Year (Apr - Mar), 2024","November, 2024",2024-11-09,,,,,8540,57979,0,,,,,,,,,,-49439
India,"Financial Year (Apr - Mar), 2024","November, 2024",2024-11-08,,,,50013,12441,61147,634.91,,,,,,,,,,-98084.09
India,"Financial Year (Apr - Mar), 2024","November, 2024",2024-11-07,,,,154585,1685,77243,0,,,,,,,,,,-230143
India,"Financial Year (Apr - Mar), 2024","November, 2024",2024-11-06,,,,28265,1503,90713,0,,,,,,,,,,-117475
India,"Financial Year (Apr - Mar), 2024","November, 2024",2024-11-05,,,,70825,1651,126097,-891.34,,,,,,,,,,-196162.34
India,"Financial Year (Apr - Mar), 2024","November, 2024",2024-11-04,,,,74000,5231,193522,-11.4,,,,,,,,,,-262302.4
India,"Financial Year (Apr - Mar), 2024","November, 2024",2024-11-03,,,,,1849,98817,0,,,,,,,,,,-96968
India,"Financial Year (Apr - Mar), 2024","November, 2024",2024-11-02,,,,,1869,102266,0,,,,,,,,,,-100397
India,"Financial Year (Apr - Mar), 2024","November, 2024",2024-11-01,,,,,4215,181247,0,,,,,,,,,,-177032
India,"Financial Year (Apr - Mar), 2024","October, 2024",2024-10-31,,,,24697,2350,142255,0,,,,,,,,,,-164602
India,"Financial Year (Apr - Mar), 2024","October, 2024",2024-10-30,,,,35525,2005,138324,0,,,,,,,,,,-171844
India,"Financial Year (Apr - Mar), 2024","October, 2024",2024-10-29,,,,,4514,121659,-1226.9,,,,,,,,,,-118371.9
India,"Financial Year (Apr - Mar), 2024","October, 2024",2024-10-28,,,,,1648,103800,-2.24,,,,,,,,,,-102154.24
India,"Financial Year (Apr - Mar), 2024","October, 2024",2024-10-27,,,,,534,75425,0,,,,,,,,,,-74891
India,"Financial Year (Apr - Mar), 2024","October, 2024",2024-10-26,,,,,521,71862,0,,,,,,,,,,-71341
India,"Financial Year (Apr - Mar), 2024","October, 2024",2024-10-25,,,25005,,2403,68481,102.35,,,,,,,,,,-40970.65
India,"Financial Year (Apr - Mar), 2024","October, 2024",2024-10-24,,,,,6800,66081,0,,,,,,,,,,-59281
India,"Financial Year (Apr - Mar), 2024","October, 2024",2024-10-23,,,,,4620,54112,1207.77,,,,,,,,,,-48284.23
India,"Financial Year (Apr - Mar), 2024","October, 2024",2024-10-22,,,,,2603,67234,166.06,,,,,,,,,,-64464.94
India,"Financial Year (Apr - Mar), 2024","October, 2024",2024-10-21,,,,,18597,88775,0,,,,,,,,,,-70178
India,"Financial Year (Apr - Mar), 2024","October, 2024",2024-10-20,,,,,2464,57488,0,,,,,,,,,,-55024
India,"Financial Year (Apr - Mar), 2024","October, 2024",2024-10-19,,,,,6591,88873,0,,,,,,,,,,-82282
India,"Financial Year (Apr - Mar), 2024","October, 2024",2024-10-18,,,,74828,4216,148845,0,,,,,,,,,,-219457
